score	sentence	voicevox_says	kuromoji_expects
5	上司の怒りを買った同僚のために、私が間に入って取り成すはめになった。	じょおしのいかりおかったどおりょおのためにわたしがあいだにわいってとりなすわめになった	じょおしのいかりおかったどおりょおのためにわたしがまにわいってとりなすわめになった
5	新しいコンピューターは、前のより動きが速いです。	あたらしいこんぴゅうたあわまえのよりうごきがわやいです	あたらしいこんぴゅたわまえのよりうごきがわやいです
5	新しい制度については、社員の間でも意見が分かれ、議論が続いている。	あたらしいせえどについてわしゃいんのあいだでもいけんがわかれぎろんがつずいてえる	あたらしいせえどについてわしゃいんのまでもいけんがわかれぎろんがつずいてえる
5	世は事もなし――なべて平穏なうちに、また一年が過ぎていった。	よわこともなしなべてえおんなうちにまたいちねんがすぎてえった	よわこともなし――なべてえおんなうちにまたいちねんがすぎてえった
5	先を行くランナーに追い付くには、相当なペースアップが必要だ。	さきおいくらんなあにおいつくにわそおとおなぺえすあっぷがひつよおだ	さきおいくらんなにおいつくにわそおとおなぺすあっぷがひつよおだ
5	戦火で焼失した天守閣は、市民の寄付によって往時のままに再建された。	せんかでしょおしつしたてんしゅかくわしみんのきふによってさきときのままにさいけんされた	せんかでしょおしつしたてんしゅかくわしみんのきふによっておじのままにさいけんされた
5	祖父の米寿を祝って、家族みんなで盛大なパーティーを開いた。	そふのべえじゅおいわってかぞくみんなでせえだいなぱあてぃいおひらいた	そふのべえじゅおいわってかぞくみんなでせえだいなぱてぃおひらいた
5	創立百周年を記念して、ホテルの大広間で豪華なパーティーが催された。	そおりつひゃくしゅうねんおきねんしてほてるのおひろまでごおかなぱあてぃいがもよおされた	そおりつひゃくしゅうねんおきねんしてほてるのおひろまでごおかなぱてぃがもよおされた
5	走る→走った、見る→見た	わしるわしったみるみた	わしる→わしったみる→みた
5	大人はもちろん、子供にも人気のあるテーマパークだ。	おとなわもちろんこどもにもにんきのあるてえまぱあくだ	おとなわもちろんこどもにもにんきのあるてまぱくだ
5	知らない間に時間が過ぎていた。	しらないあいだにじかんがすぎてえた	しらないまにじかんがすぎてえた
5	朝、コーヒーを飲みます。	あさこおひいおのみます	あさこひおのみます
5	朝6時に起きられるようになった。	あさろくじにおきられるよおになった	あさじにおきられるよおになった
5	朝6時に散歩します。	あさろくじにさんぽします	あさじにさんぽします
5	朝はおにぎりとコーヒーを買います。	あさわおにぎりとこおひいおかいます	あさわおにぎりとこひおかいます
5	町には大きなビルはありませんが、ゆうびんきょくやびょういん、スーパーがあります。	まちにわおきなびるわありませんがゆうびんきょくやびょおいんすうぱあがあります	まちにわおきなびるわありませんがゆうびんきょくやびょおいんすぱがあります
5	調査の結果は、来月中にホームページ上で一般に公開される。	ちょおさのけっかわらいげつちゅうにほおむぺえじじょおでえっぱんにこおかいされる	ちょおさのけっかわらいげつちゅうにほむぺじじょおでえっぱんにこおかいされる
5	長い間掃除していなかったので、机の上が砂でざらざらしていた。	ながいあいだそおじしてえなかったのでつくえのおえがすなでざらざらしてえた	ながいまそおじしてえなかったのでつくえのおえがすなでざらざらしてえた
5	長年の実績に裏打ちされた威望が、彼の発言に重みを与えている。	ながねんのじっせきにうらうちされたいぼおがかれのわつげんにおもみおあたえてえる	ながねんのじっせきにうらうちされたたけしもちがかれのわつげんにおもみおあたえてえる
5	締め切りに追われ、気づけば無我夢中で朝までキーボードを叩いていた。	しめきりにおわれきずけばむがむちゅうであさまできいぼおどおたたいてえた	しめきりにおわれきずけばむがむちゅうであさまできぼどおたたいてえた
5	締め切り前の彼の机は、資料が乱雑に積まれて足の踏み場もない。	しめきりまえのかれのつくえわしりょおがらんざつにつまれてあしのふみばもない	しめきりまえのかれのつくえわしりょおがらんざつにつまれてあしのふみじょおもない
5	締切まで1日で全部終わらせっこない。	しめきりまでえちにちでぜんぶおわらせっこない	しめきりまでにちでぜんぶおわらせっこない
5	店に着いたら、まず制服に着がえて、手をきれいに洗います。	みせについたらまずせえふくにきがえてておきれえにあらいます	みせについたらまずせえふくにちゃくがえてておきれえにあらいます
5	店は九時に閉まります。	みせわくじにしまります	みせわきゅうじにしまります
5	転校して間もないが、彼はすっかり新しいクラスに馴染んだようだ。	てんこおしてあいだもないがかれわすっかりあたらしいくらすになじんだよおだ	てんこおしてまもないがかれわすっかりあたらしいくらすになじんだよおだ
5	電子マネーの普及により、現金を使わずに買い物ができるようになりました。特に若い世代では、スマートフォンでの支払いが主流になっています。	でんしまねえのふきゅうによりげんきんおつかわずにかいものができるよおになりましたとくにわかいせだいでわすまあとふぉんでのしわらいがしゅりゅうになってえます	でんしまねのふきゅうによりげんきんおつかわずにかいものができるよおになりましたとくにわかいせだいでわすまとふぉんでのしわらいがしゅりゅうになってえます
5	電車が遅れたため、乗客はホームで長い間待たされました。	でんしゃがおくれたためじょおきゃくわほおむでながいあいだまたされました	でんしゃがおくれたためじょおきゃくわほむでながいかんまたされました
5	都心のマンションだけあって、庭と呼べるのは猫の額ほどのスペースしかない。	としんのまんしょんだけあってにわとよべるのわねこのひたいほどのすぺえすしかない	としんのまんしょんだけあってにわとよべるのわねこのがくほどのすぺすしかない
5	当時は議会の承認を経ずとも、勅令一つで法律に等しい効力を持たせることができた。	とおじわぎかいのしょおにんおえずともちょくれえひとつでほおりつにひとしいこおりょくおもたせることができた	とおじわぎかいのしょおにんおえずともみことのりれえひとつでほおりつにひとしいこおりょくおもたせることができた
5	当店は年中無休で、朝九時から夜十時まで営業しております。	とおてんわねんじゅうむきゅうであさくじからよるじゅうじまでえぎょおしております	とおてんわねんじゅうむきゅうであさきゅうじからよるじゅうじまでえぎょおしております
5	日本に住んで1年目にしては、よく敬語を使いこなしているね。	にっぽんにすんでえちねんめにしてわよくけえごおつかいこなしてえるね	にっぽんにすんでねんめにしてわよくけえごおつかいこなしてえるね
5	日本語の授業は九時から始まります。	にほんごのじゅぎょおわくじからわじまります	にほんごのじゅぎょおわきゅうじからわじまります
5	日曜日はたいてい家にいる。	にちよおびわたいてえにいる	にちよおびわたいてえいえにいる
5	入力した値に応じて結果が決まるこの仕組みは、一種の関数とみなせる。	にゅうりょくしたあたいにおじてけっかがきまるこのしくみわいっしゅのかんすうとみなせる	にゅうりょくしたねにおじてけっかがきまるこのしくみわいっしゅのかんすうとみなせる
5	認識の食い違いから、両者の間に深刻な対立が生じてしまった。	にんしきのくいちがいからりょおしゃのあいだにしんこくなたいりつがしょおじてしまった	にんしきのくいちがいからりょおしゃのまにしんこくなたいりつがしょおじてしまった
5	年末の棚卸しで、帳簿と実在庫との間に無視できない差異があることが判明した。	ねんまつのたなおろしでちょおぼとじつざいことのあいだにむしできないさいがあることがわんめえした	ねんまつのたなおろしでちょおぼとじつざいことのまにむしできないさいがあることがわんめえした
5	彼には人を惹きつけるリーダーとしての素質が備わっている。	かれにわひとおひきつけるりいだあとしてのそしつがそなわってえる	かれにわひとおひきつけるりだとしてのそしつがそなわってえる
5	彼は学生時代、寝る間も惜しんで研究に打ち込んでいた。	かれわがくせえじだいねるあいだもおしんでけんきゅうにうちこんでえた	かれわがくせえじだいねるまもおしんでけんきゅうにうちこんでえた
5	彼は若くして、新しいプロジェクトのリーダーに任命されました。	かれわわかくしてあたらしいぷろじぇくとのりいだあににんめえされました	かれわわかくしてあたらしいぷろじぇくとのりだににんめえされました
5	彼は渾身の力を込めて、最後のひと押しでゴールテープを切った。	かれわこんしんのちからおこめてさいごのひとおしでごおるてえぷおきった	かれわこんしんのちからおこめてさいごのひとおしでごるてぷおきった
5	彼女には、生まれつきリーダーとしての資質が備わっている。	かのじょにわうまれつきりいだあとしてのししつがそなわってえる	かのじょにわうまれつきりだとしてのししつがそなわってえる
5	彼女は世間の批判にも頑なに自らの信念を貫き通した。	かのじょわせけんのひわんにもかたくなにみずからのしんねんおつらぬきとおした	かのじょわせけんのひわんにも頑なにみずからのしんねんおつらぬきとおした
5	彼女は派手な色のドレスを着てパーティーに来ました。	かのじょわわでないろのどれすおきてぱあてぃいにきました	かのじょわわでないろのどれすおきてぱてぃにきました
5	疲れているときは、少し濃いめのコーヒーを飲むようにしています。	つかれてえるときわすこしこいめのこおひいおのむよおにしてえます	つかれてえるときわすこしこいめのこひおのむよおにしてえます
5	品質を維持するため、当社は部品の製造をすべて国内工場で行っている。	ひんしつおいじするためとおしゃわぶひんのせえぞおすべてこくないこおじょおでえってえる	ひんしつおいじするためとおしゃわぶひんのせえぞおすべてこくないこおじょおでおこなってえる
5	平日にもかかわらず、人気のベーカリーには行列ができていた。	えじつにもかかわらずにんきのべえかりいにわぎょおれつができてえた	えじつにもかかわらずにんきのべかりにわぎょおれつができてえた
5	母とスーパーで買い物をしました。	わわとすうぱあでかいものおしました	わわとすぱでかいものおしました
5	報連相は、単なるルールではない。	むくいれんしょおわたんなるるうるでわない	ほおれんしょおわたんなるるるでわない
5	本事業は来年3月をもって終了する予定です。	ほんじぎょおわらいねんさんがつおもってしゅうりょおするよてえです	ほんじぎょおわらいねんつきおもってしゅうりょおするよてえです
5	本日はお忙しい中ありがとうございました。それでは、失礼いたします。	ほんじつわおいそがしいなかありがとおございましたそれでわしつれえたします	ほんじつわおいそがしいちゅうありがとおございましたそれでわしつれえいたします
5	毎朝、コーヒーを飲みます。	まいあさこおひいおのみます	まいあさこひおのみます
5	民主主義の社会では、一人一人の意見が尊重されなければならない。	みんしゅしゅぎのしゃかいでわひとりひとりのいけんがそんちょおされなければならない	みんしゅしゅぎのしゃかいでわいちにんいちにんのいけんがそんちょおされなければならない
5	明日のパーティーは、夜七時から、駅前のレストランで行います。みなさん、忘れないでください。	あしたのぱあてぃいわよるしちじからえきまえのれすとらんでおこないますみなさんわすれないでください	あしたのぱてぃわよるななじからえきまえのれすとらんでおこないますみなさんわすれないでください
5	明日は九時までに必ず来てください。	あしたわくじまでにかならずきてください	あしたわきゅうじまでにかならずきてください
5	面接には、きちんとした服装で行ったほうがいいですよ。	めんせつにわきちんとしたふくそおでえったほおがいですよ	めんせつにわきちんとしたふくそおでおこなったほおがいですよ
5	面接の間、彼は頻りに時計を気にしていて落ち着かない様子だった。	めんせつのあいだかれわしきりにとけえおきにしてえておちつかないよおすだった	めんせつのまかれわしきりにとけえおきにしてえておちつかないよおすだった
5	友達と喫茶店でコーヒーを飲みました。	ともだちときっさてんでこおひいおのみました	ともだちときっさてんでこひおのみました
5	来月から新しいメンバーが二人、私たちのチームに加わる予定だ。	らいげつからあたらしいめんばあがふたりわたしたちのちいむにくわわるよてえだ	らいげつからあたらしいめんばがににんわたしたちのちむにくわわるよてえだ
5	来春の人事について、上層部の間で早くも水面下の駆け引きが始まっているらしい。	らいしゅんのじんじについてじょおそおぶのあいだでわやくもすいめんかのかけひきがわじまってえるらしい	らいしゅんのじんじについてじょおそおぶのまでわやくもすいめんかのかけひきがわじまってえるらしい
5	来年度の新入社員を、現在ホームページ上で募集しています。	らいねんどのしんにゅうしゃいんおげんざいほおむぺえじじょおでぼしゅうしてえます	らいねんどのしんにゅうしゃいんおげんざいほむぺじじょおでぼしゅうしてえます
5	利用者の急増を受けて、駅にはエレベーターが増設された。	りよおしゃのきゅうぞおけてえきにわえれべえたあがぞおせつされた	りよおしゃのきゅうぞおけてえきにわえれべたがぞおせつされた
5	理想と現実の間には、いつも大きな差があるものだ。	りそおとげんじつのあいだにわいつもおきなさがあるものだ	りそおとげんじつのまにわいつもおきなさがあるものだ
5	理由はいろいろあるだろうが、兎に角、締め切りだけは守ってほしい。	りゆうわいろいろあるだろおがとにかくしめきりだけわまもってほしい	りゆうわいろいろあるだろおがうさぎにかくしめきりだけわまもってほしい
5	率直に意見を言い合える雰囲気を醸成することが、リーダーの務めだ。	そっちょくにいけんおいあえるふんいきおじょおせえすることがりいだあのつとめだ	そっちょくにいけんおいあえるふんいきおじょおせえすることがりだのつとめだ
5	留守の間に宅配便が届いた。	るすのあいだにたくわいびんがとどいた	るすのまにたくわいびんがとどいた
5	旅行の荷物をスーツケースに詰めるのに、思ったより時間がかかった。	りょこおのにもつおすうつけえすにつめるのにおもったよりじかんがかかった	りょこおのにもつおすつけすにつめるのにおもったよりじかんがかかった
5	旅行の間に水をやり忘れて、大切な観葉植物が枯れてしまった。	りょこおのあいだにみずおやりわすれてたいせつなかんよおしょくぶつがかれてしまった	りょこおのまにみずおやりわすれてたいせつなかんよおしょくぶつがかれてしまった
5	両社の間では激しい価格競争が繰り広げられている。	りょおしゃのあいだでわわげしいかかくきょおそおがくりひろげられてえる	りょおしゃのまでわわげしいかかくきょおそおがくりひろげられてえる
5	隣人同士の騒音トラブルを、市の担当者が間に入って調停した。	りんじんどおしのそおんとらぶるおしのたんとおしゃがあいだにわいってちょおてえした	りんじんどおしのそおんとらぶるおしのたんとおしゃがまにわいってちょおてえした
5	話す→話して、急ぐ→急いで	わなすわなしてえそぐいそいで	わなす→わなしてえそぐ→いそいで
3	～あいだに	あいだに	～あいだに
3	～うちに	うちに	～うちに
3	～おかげで	おかげで	～おかげで
3	～がち	がち	～がち
3	～から	から	～から
3	～からには	からにわ	～からにわ
3	～かわりに	かわりに	～かわりに
3	～ぎみ	ぎみ	～ぎみ
3	～くせに	くせに	～くせに
3	～ことがある	ことがある	～ことがある
3	～ことだ	ことだ	～ことだ
3	～ことにする	ことにする	～ことにする
3	～ことになる	ことになる	～ことになる
3	～さえ	さえ	～さえ
3	～ざるを得ない	ざるおえない	～ざるおえない
3	～しか	しか	～しか
3	～すら	すら	～すら
3	～せいで	せえで	～せえで
3	～だけ	だけ	～だけ
3	～ために	ために	～ために
3	～たら	たら	～たら
3	～っぽい	っぽい	～っぽい
3	～てある	てある	～てある
3	～ていく	てえく	～てえく
3	～ている	てえる	～てえる
3	～ておく	ておく	～ておく
3	～てくる	てくる	～てくる
3	～てしまう	てしまう	～てしまう
3	～てほしい	てほしい	～てほしい
3	～てみる	てみる	～てみる
3	～と	と	～と
3	～というより	というより	～というより
3	～どころか	どころか	～どころか
3	～としたら	としたら	～としたら
3	～とすると	とすると	～とすると
3	～とすれば	とすれば	～とすれば
3	～ないわけにはいかない	ないわけにわいかない	～ないわけにわいかない
3	～なくなる	なくなる	～なくなる
3	～なら	なら	～なら
3	～にあたり	にあたり	～にあたり
3	～にかかわらず	にかかわらず	～にかかわらず
3	～について	について	～について
3	～にとって	にとって	～にとって
3	～にもかかわらず	にもかかわらず	～にもかかわらず
3	～によって	によって	～によって
3	～に違いない	にちがいない	～にちがいない
3	～に応じて	におじて	～におじて
3	～に関して	にかんして	～にかんして
3	～に基づいて	にもとずいて	～にもとずいて
3	～に決まっている	にきまってえる	～にきまってえる
3	～に相違ない	にそおいない	～にそおいない
3	～に対して	にたいして	～にたいして
3	～に当たって	にあたって	～にあたって
3	～ので	ので	～ので
3	～のに	のに	～のに
3	～のみ	のみ	～のみ
3	～のみならず	のみならず	～のみならず
3	～ば	ば	～ば
3	～ばかり	ばかり	～ばかり
3	～ばかりか	ばかりか	～ばかりか
3	～はずだ	わずだ	～わずだ
3	～べきだ	べきだ	～べきだ
3	～まで	まで	～まで
3	～まに	まに	～まに
3	～みたいだ	みたいだ	～みたいだ
3	～ものだ	ものだ	～ものだ
3	～ようだ	よおだ	～よおだ
3	～ように	よおに	～よおに
3	～ようにする	よおにする	～よおにする
3	～ようになる	よおになる	～よおになる
3	～らしい	らしい	～らしい
3	～わけだ	わけだ	～わけだ
3	～わけにはいかない	わけにわいかない	～わけにわいかない
3	～をもとに	おもとに	～おもとに
3	～を通じて	おつうじて	～おつうじて
3	～を問わず	おとわず	～おとわず
3	～以上	いじょお	～いじょお
3	～一方で	いっぽおで	～いっぽおで
3	～気味	ぎみ	～ぎみ
3	～向き	むき	～むき
3	～向け	むけ	～むけ
3	～際に	さいに	～ぎわに
3	～次第	しだい	～しだい
3	～上で	じょおで	～じょおで
3	～上に	じょおに	～じょおに
3	～上は	じょおわ	～じょおわ
3	～反面	わんめん	～わんめん
3	3日間にわたって国際会議が行われた。	みっかかんにわたってこくさいかいぎがおこなわれた	にちかんにわたってこくさいかいぎがおこなわれた
3	5キロ走り続けました。	ごきろわしりつずけました	きろわしりつずけました
3	5年ぶりに母校を訪れた。	ごねんぶりにぼこおとずれた	ねんぶりにぼこおとずれた
3	A：いっしょに カフェに いきませんか。。B：すみません、いま いそがしいです。あした なら いいですよ。	えいっしょにかふぇにいきませんかびいすみませんいまいそがしいですあしたならいですよ	A：いっしょにかふぇにいきませんかB：すみませんいまいそがしいですあしたならいですよ
3	A：いま なんじですか。。B：くじはんです。	えいまなんじですかびいくじわんです	A：いまなんじですかB：くじわんです
3	A：いらっしゃいませ。。B：アイスコーヒーをひとつください。サイズはMで。。A：はい、四百円になります。	えいらっしゃいませびいあいすこおひいおひとつくださいさいずわえむでえわいよんひゃくえんになります	A：いらっしゃいませB：あいすこひおひとつくださいさいずわMでA：わいよんひゃくえんになります
3	A：きょうは なんにちですか。。B：にがつ じゅうごにちです。	えきょおわなんにちですかびいにがつじゅうごにちです	A：きょおわなんにちですかB：にがつじゅうごにちです
3	A：このシャツはいくらですか。。B：三千五百円です。今セール中で、二着買うと二割引になります。。A：じゃあ二着お願いします。	えこのしゃつわいくらですかびいさんぜんごひゃくえんですこんせえるちゅうでにちゃくかうとにわりびきになりますえじゃあにちゃくおねがいします	A：このしゃつわいくらですかB：さんせんごひゃくえんですこんせるちゅうでにちゃくかうとにわりびきになりますA：じゃあにちゃくおねがいします
3	A：システム障害の件、お客様からのクレームが増えています。。B：技術部からの報告では、明日の午前中には復旧する見込みです。。A：それまでの間、お客様への説明はどうしましょう。。B：公式サイトに詳細を掲載し、個別にも対応しましょう。	えしすてむしょおがいのけんおきゃくさまからのくれえむがふえてえますびいぎじゅつぶからのほおこくでわあしたのごぜんちゅうにわふっきゅうするみこみですえそれまでのあいだおきゃくさまえのせつめえわどおしましょおびいこおしきさいとにしょおさいおけえさいしこべつにもたいおしましょお	A：しすてむしょおがいのけんおきゃくさまからのくれむがふえてえますB：ぎじゅつぶからのほおこくでわあしたのごぜんちゅうにわふっきゅうするみこみですA：それまでのまおきゃくさまえのせつめえわどおしましょおB：こおしきさいとにしょおさいおけえさいしこべつにもたいおしましょお
3	A：すみません、このシャツ、色違いはありますか。。B：こちらのシャツは白と黒と青がございます。。A：青はMサイズはありますか。。B：申し訳ありません、青のMサイズは売り切れてしまいまして。白と黒ならMサイズがございます。。A：じゃ、白のMをください。	えすみませんこのしゃついろちがいわありますかびいこちらのしゃつわしろとくろとあおがございますえあおわえむさいずわありますかびいもおしわけありませんあおのえむさいずわうりきれてしまいましてしろとくろならえむさいずがございますえじゃしろのえむおください	A：すみませんこのしゃついろちがいわありますかB：こちらのしゃつわしろとくろとあおがございますA：あおわMさいずわありますかB：もおしわけありませんあおのMさいずわうりきれてしまいましてしろとくろならMさいずがございますA：じゃしろのMおください
3	A：すみません、このみせは なんじまでですか。。B：ごご はちじまでです。	えすみませんこのみせわなんじまでですかびいごごわちじまでです	A：すみませんこのみせわなんじまでですかB：ごごわちじまでです
3	A：すみません、トイレはどこですか。。B：あちらです。まっすぐいって、みぎです。	えすみませんといれわどこですかびいあちらですまっすぐいってみぎです	A：すみませんといれわどこですかB：あちらですまっすぐいってみぎです
3	A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。五分ぐらいで着きますよ。	えすみませんおさかじょおえのいきかたおしえてえただけませんかびいここからまっすぐいってふたつめのしんごおみぎにまがってくださいごふんぐらいでつきますよ	A：すみませんおさかじょおえのいきかたおしえてえただけませんかB：ここからまっすぐいってふたつめのしんごおみぎにまがってくださいごふんぐらいでつきますよ
3	A：なにを のみますか。。B：コーヒーを ください。	えなにおのみますかびいこおひいおください	A：なにおのみますかB：こひおください
3	A：なんじに おきますか。。B：まいにち ろくじに おきます。	えなんじにおきますかびいまいにちろくじにおきます	A：なんじにおきますかB：まいにちろくじにおきます
3	A：もしもし、すずきです。やまださん いますか。。B：すみません、いま でかけて います。	えもしもしすずきですやまださんいますかびいすみませんいまでかけてえます	A：もしもしすずきですやまださんいますかB：すみませんいまでかけてえます
3	A：海外市場への本格的な参入を検討していますが、まずはどの地域から始めるべきでしょうか。。B：成長率と参入障壁のバランスを考慮すると、東南アジアが妥当でしょう。特にベトナムは若年層が多く、購買力も着実に上がっています。。A：競合の状況はどうですか。。B：日系企業はまだ少数ですが、中国や韓国の企業が積極的に進出しています。スピード感を持って動く必要があります。	えかいがいしじょおえのほんかくてきなさんにゅうおけんとおしてえますがまずわどのちいきからわじめるべきでしょおかびいせえちょおりつとさんにゅうしょおえきのばらんすおこおりょするととおなんあじあがだとおでしょおとくにべとなむわじゃくねんそおがおくこおばいりょくもちゃくじつにあがってえますえきょおごおのじょおきょおわどおですかびいにっけえきぎょおわまだしょおすうですがちゅうごくやかんこくのきぎょおがせっきょくてきにしんしゅつしてえますすぴいどかんおもってうごくひつよおがあります	A：かいがいしじょおえのほんかくてきなさんにゅうおけんとおしてえますがまずわどのちいきからわじめるべきでしょおかB：せえちょおりつとさんにゅうしょおえきのばらんすおこおりょするととおなんあじあがだとおでしょおとくにべとなむわじゃくねんそおがおくこおばいりょくもちゃくじつにあがってえますA：きょおごおのじょおきょおわどおですかB：にっけえきぎょおわまだしょおすうですがちゅうごくやかんこくのきぎょおがせっきょくてきにしんしゅつしてえますすぴどかんおもってうごくひつよおがあります
3	A：今回の人事異動の件ですが、大阪支社の営業部長に田中さんを推薦したいと考えています。。B：田中さんですか。確かに実績は申し分ないですが、マネジメント経験が浅いのが気になりますね。。A：その点は承知していますが、彼のリーダーシップと行動力は高く評価されていますし、副部長がベテランですから、サポート体制は整っています。。B：分かりました。役員会に上げて検討しましょう。	えこんかいのじんじいどおのけんですがおさかししゃのえぎょおぶちょおにたなかさんおすいせんしたいとかんがえてえますびいたなかさんですかたしかにじっせきわもおしぶんないですがまねじめんとけえけんがあさいのがきになりますねえそのてんわしょおちしてえますがかれのりいだあしっぷとこおどおりょくわたかくひょおかされてえますしふくぶちょおがべてらんですからさぽおとたいせえわととのってえますびいわかりましたやくいんかいにあげてけんとおしましょお	A：こんかいのじんじいどおのけんですがおさかししゃのえぎょおぶちょおにたなかさんおすいせんしたいとかんがえてえますB：たなかさんですかたしかにじっせきわもおしぶんないですがまねじめんとけえけんがあさいのがきになりますねA：そのてんわしょおちしてえますがかれのりだしっぷとこおどおりょくわたかくひょおかされてえますしふくぶちょおがべてらんですからさぽとたいせえわととのってえますB：わかりましたやくいんかいにあげてけんとおしましょお
3	A：先週買ったシャツなんですが、サイズが合わなくて。。B：レシートはお持ちですか。。A：はい、こちらです。。B：では、交換させていただきます。少々お待ちください。	えせんしゅうかったしゃつなんですがさいずがあわなくてびいれしいとわおもちですかえわいこちらですびいでわこおかんさせてえただきますしょおしょおまちください	A：せんしゅうかったしゃつなんですがさいずがあわなくてB：れしとわおもちですかA：わいこちらですB：でわこおかんさせてえただきますしょおしょおまちください
3	A：先日の企画書の件ですが、もう少しターゲット層を絞り込んだ方が無難ではないでしょうか。。B：おっしゃる通りですね。広げすぎると焦点がぼやけてしまい、かえって訴求力が低下する恐れがあります。。A：ええ。ですので、明日の会議までにデータを再分析し、修正案を練り直してもらえますか。。B：承知いたしました。至急取り掛かります。	えせんじつのきかくしょのけんですがもおすこしたあげっとそおしぼりこんだほおがぶなんでわないでしょおかびいおっしゃるとおりですねひろげすぎるとしょおてんがぼやけてしまいかえってそきゅうりょくがてえかするおそれがありますえですのであしたのかいぎまでにでえたおさいぶんせきししゅうせえあんおねりなおしてもらえますかびいしょおちいたしましたしきゅうとりかかります	A：せんじつのきかくしょのけんですがもおすこしたげっとそおしぼりこんだほおがぶなんでわないでしょおかB：おっしゃるとおりですねひろげすぎるとしょおてんがぼやけてしまいかえってそきゅうりょくがてえかするおそれがありますA：えですのであしたのかいぎまでにでたおさいぶんせきししゅうせえあんおねりなおしてもらえますかB：しょおちいたしましたしきゅうとりかかります
3	A：明日のパーティーに何を持っていきますか。。B：飲み物を持っていこうと思います。Aさんは？。A：私はケーキを作ります。	えあしたのぱあてぃいになにおもってえきますかびいのみものおもってえこおとおもいますえさんわえわたしわけえきおつくります	A：あしたのぱてぃになにおもってえきますかB：のみものおもってえこおとおもいますAさんわA：わたしわけきおつくります
3	A：履歴書を拝見しましたが、前職を辞めた理由を教えてください。。B：はい、もっと専門的なスキルを身につけたいと思い、転職を決めました。。A：なるほど。当社で何をしたいですか。。B：マーケティングの経験を活かして、新しい商品の企画に挑戦したいです。	えりれきしょおわいけんしましたがぜんしょくおやめたりゆうおしえてくださいびいわいもっとせんもんてきなすきるおみにつけたいとおもいてんしょくおきめましたえなるほどとおしゃでなにおしたいですかびいまあけてぃんぐのけえけんおいかしてあたらしいしょおひんのきかくにちょおせんしたいです	A：りれきしょおわいけんしましたがまえしょくおやめたりゆうおしえてくださいB：わいもっとせんもんてきなすきるおみにつけたいとおもいてんしょくおきめましたA：なるほどとおしゃでなにおしたいですかB：まけてぃんぐのけえけんおいかしてあたらしいしょおひんのきかくにちょおせんしたいです
3	AI の進化につれて、働き方も変わってきた。	えあいのしんかにつれてわたらきかたもかわってきた	AIのしんかにつれてわたらきかたもかわってきた
3	AIが出した答えを、批判的に吟味できるかどうかは、まさにその人の学びの深さにかかっている。	えあいがだしたこたえおひわんてきにぎんみできるかどおかわまさにそのひとのまなびのふかさにかかってえる	AIがだしたこたえおひわんてきにぎんみできるかどおかわまさにそのひとのまなびのふかさにかかってえる
3	AI技術は日進月歩で発展しており、一年前の常識がもはや通用しない。	えあいぎじゅつわにっしんげっぽでわってんしておりいちねんまえのじょおしきがもわやつうよおしない	AIぎじゅつわにっしんげっぽでわってんしておりいちねんまえのじょおしきがもわやつうよおしない
3	V かける	ぶいかける	Vかける
3	V きる	ぶいきる	Vきる
3	V すぎる	ぶいすぎる	Vすぎる
3	アイスクリームを外に置いておいたら、あっという間に溶けてしまった。	あいすくりいむおそとにおいておいたらあっとゆうまにとけてしまった	あいすくりむおそとにおいておいたらあっというまにとけてしまった
3	あくせさりー	あくせさりい	あくせさり
3	あと一歩で優勝を逃してしまい、口惜しくて涙が止まらなかった。	あといっぽでゆうしょおのがしてしまいくちおしくてなみだがとまらなかった	あといちほでゆうしょおのがしてしまいくやしくてなみだがとまらなかった
3	あなたさえいれば、他に何もいらない。	あなたさえればほかになにもいらない	あなたさえればたになにもいらない
3	あには大学生で、サッカーがとても上手です。	あにわだいがくせえでさっかあがとてもじょおずです	あにわだいがくせえでさっかがとてもじょおずです
3	あのお店で素敵なコートを見つけました。	あのおみせですてきなこおとおみつけました	あのおみせですてきなことおみつけました
3	あのグループは排他的で、新参者をなかなか受け入れようとしない。	あのぐるうぷわわいたてきでしんざんものおなかなかうけえれよおとしない	あのぐるぷわわいたてきでしんざんしゃおなかなかうけえれよおとしない
3	あのスープは熱そうです。	あのすうぷわねっそおです	あのすぷわあつそおです
3	あのベンチャー企業は、今や飛ぶ鳥を落とす勢いで業界を席巻している。	あのべんちゃあきぎょおわいまやとぶとりおとすいきおいでぎょおかいおせっけんしてえる	あのべんちゃきぎょおわいまやとぶとりおとすいきおいでぎょおかいおせっけんしてえる
3	あの事故のニュースを聞いて、改めて地震の恐ろしさを感じた。	あのじこのにゅうすおきいてあらためてじしんのおそろしさおかんじた	あのじこのにゅすおきいてあらためてじしんのおそろしさおかんじた
3	あの大家がこんな初歩的なミスを犯すとは、弘法にも筆の誤りと言うべきか。	あのおやがこんなしょほてきなみすおかすとわこおぼおにもふでのあやまりというべきか	あのおやがこんなしょほてきなみすおかすとわぐほおにもふでのあやまりというべきか
3	あの俳優はスーツを着ると本当に格好いいですね。	あのわいゆうわすうつおきるとほんとおにかっこおいですね	あのわいゆうわすつおきるとほんとおにかっこおいですね
